Model Name,Date,Price,Information
판매(안전) [가격내림]아이폰15프로 512기가 블랙 배터리100% 팝니다,2024.06.11. 17:23,"1,400,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰se 1세대 스페이스그레이 128gb,2024.06.11. 17:21,"200,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰se 스페이스그레이 128기가
흠집하나없이 최상급 상태입니다
(액정 깨져보이는건 필름입니다)
서브폰으로 쓰려고 구매했다가 그냥 메인폰에 투넘버 개통해서 서브폰이 불필요하게 되어서 판매해요
배터리 효율 100%예요
구성은 기기 단품+충전케이블 입니다!"
판매(안전) 아이폰14프로 256G 실버 S급 공기계 팝니다,2024.06.11. 16:53,"950,000원","모델:아이폰14프로
용량:256G
색상:실버
배터리 성능:100%
구성품: 본체, 박스
전체적으로 기스없습니다
4월에 리퍼받고 사용안했습니다
리퍼받고 S24로 변경하면서 판매하게되었습니다
택배거래 및 직거래 가능합니다."
판매(안전) 아이폰8+ 256gb 무음카메라 로즈골드,2024.06.11. 16:17,"220,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
-"
판매(안전) 아이폰11pro 256 화이트 팝니다,2024.06.11. 16:16,"250,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
케이스없이 사용하여 기스 다수 존재합니다
왼쪽부위에 스크레치 두개 있습니다 사용시 지장없습닏자
큰데미지는 없습니다(후면 카메라사진상 깨진것처럼 보이지만 깨진곳 없음)
오렌지케이스는 정품 (케이스들은 깨끗함)
검정 케이스는 알리발이지만 마그네틱버전입니다
25만 대연동 조각공원 직거래 또는 택배거래"
판매(안전) 최종가격내림) 아이폰12 미니 64기가,2024.06.11. 16:15,"210,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 12 미니 64기가 화이트 판매합니다
배터리 성능 76퍼
액정이랑 뒷판 깨짐 전혀 없고 충전단자 쪽 생활기스만 있어요 사용하면서 케이스 뺀 적 없고 늘 필름 부착되어 있었습니다"
판매(안전) 아이폰14 액정수리 영수증삽니다.,2024.06.11. 16:12,"10,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
6월 6일 이후 영수증 삽니다."
판매(안전) 아이폰12 프로맥스 256기가 s급,2024.06.11. 15:54,"600,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰15프로 256기가 팝니다,2024.06.11. 15:22,"1,320,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰15프로 256기가 팝니다
10일정도 사용한겁니다
그래도 중고 제품이니 사진 확인 하시고
구입하실분 연락 주세요
직접 보실곳은 부산 입니다
010 6834 42공팔"
판매(안전) 애플 아이폰 13 프로맥스 그라파이트 풀박스,2024.06.11. 15:10,"730,000원","Apple iPhone 13 Pro Max Graphite
풀박스이고, 케이스 벗기다 난 기스 외 매우 깨끗해요
추가로 맥프로 모양 케이스(사용감o) + 젤리 케이스 새거 + Baseus 충전선 같이 드려요
직거래 선유도역 인근
택배도 가능합니다
010-9265-4818 문자 주세요!"
판매(안전) 아이폰14프로 128 골드 리퍼폰 애케플 팝니다,2024.06.11. 14:01,"1,100,000원","아이폰14프로 128기가 리퍼폰 팝니다.
24.06.01 부천 유베이스에서 리퍼 받았습니다.
받자마자 신지모루 풀커버 액정 강화유리 및 카메라 보호강화유리 붙였습니다.
그 어떠한 이슈도 없습니다.
자급제 상품으로 선택약정(선약) 가능 합니다.
애플케어플러스 25.1.17까지로 넉넉하게 남았습니다.
생폰으로 쓰셔도 되고 내년초에 한번 수리 하셔도 됩니다.
에케플 수리 가격
액정 파손시 4만원
뒷판 또는 카메라 파손시 4만원(배터리포함)
올갈이(리퍼)시 12만원 입니다.
구성품
풀박스(케이블 미사용)+일반 케이블1
애플 로고 케이스(비정품) 케이스+카드지갑
케이스 체결시 체결되는 소리도 납니다 ㅋ
둘다 사용감 없습니다.
일반 맥세이프 케이스 1개 사용감 없음
테두리 범퍼 케이스 1개 사용감 없음(겁나 간지남)
신지모루 사생활 보호 강화유리 1개
모두 다 드립니다.
직거래는 부천 원종동 입니다."
판매(안전) 아이폰13미니 핑크 256GB,2024.06.11. 13:26,"460,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰11 프로 64 그린,2024.06.11. 13:04,"320,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
예약중(안전) 아이폰12 128GB 화이트 풀박스,2024.06.11. 12:50,"300,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
- 수리/ 리퍼 받은 기록 X
- 풀박스, C-라이트닝 8핀 케이블 미사용 포함
말씀주시면 강화유리 필름 하나 더 드려요
- 배터리 최대 성능 87 퍼센트
- 본체 모서리 세군데에 찍힌 부분 있음 (사진 첨부)
- 앞/뒷면이랑 카메라는 항상 필름 붙이고 케이스 끼고 다녀서 깨끗합니다
새폰으로 교체하게 되어 판매합니다.
택배 거래 원하시면 3천원 추가되고,
직거래는 판교역, 삼동역에서 가능합니다."
판매(안전) 아이폰13미니 128블랙 정품배터리교체 판매,2024.06.11. 10:43,"490,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
지난주 금요일에 당근에서 구매하고 토요일 앙츠에서 135천원 주고 정품배터리 교체하였습니다. 찍힘은 없고 카메라 부분에 칠벗겨짐은 있습니다. 상태 좋습니다.
13프로가 안팔려서 같이 올립니다.
가격은 49입니다. 단품입니다.
단순변심 환불불가"
판매(안전) 애플케어 살아있는 아이폰12프로 256 블루 판매합니다,2024.06.11. 10:33,"550,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰15프로 256네츄럴티타늄 미개봉급 유심기변용 팔아요,2024.06.11. 10:32,"1,200,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
skt 개통폰입니다.(사진퍼옴)
유심기변용이고 박스풀이고 개통이력남겨야해서 유심만 잠깐넣었다빼서 개봉은 했습니다.
유심 꽂아서 사용하시면 됩니다.
제명의로 개통했고 문제발생시 형사고소 진행하시면됩니다.
부산 해운대에서 직거래나 택배거래 합니다 안전거래도가능."
판매(안전) 아이폰12. 128기가. 깨끗A급 선릉역,2024.06.11. 09:53,"350,000원","아이폰12. 128기가. 깨끗A급
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 15 핑크 256GB 배터리 100퍼,2024.06.11. 09:28,"900,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 xR 128기가 코랄. 새제품급,2024.06.11. 09:25,"380,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
리퍼 미사용 아이폰 입니다
XR, 128기가, 코랄색상 입니다
iOS16이며 초기필름 부착 상태입니다
박스도 있으나 구성품은 없는 상태입니다
정상 개통 가능한 공기계입니다
직거래는 일산역, 택배거래는 우체국 입니다
문자주세요"
판매(안전) 아이폰 11 pro max 64G 팝니다!,2024.06.11. 09:14,"350,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
아이폰 11 프로 맥스 팝니다!
약 2-3년 정도 사용했고, 새폰으로 바꿔 올립니다
쓰면서 계속 케이스를 써서 생활기스 외에는 없으며
앞 스크린에 살짝 긁힘 정도만 있습니다!
공기계로 쓰시기에는 전혀 문제없으며
전부 정상 작동됩니다.
배터리 76%
올려놓은 사진에 하자 꼭 확인부탁드립니다!!
문의주세요 :)
+ 마지막 사진에 있는 케이스는 필요하시면 전부 드려용"
판매(안전) 아이폰 13프로 명화 케이스 휴대폰케이스 케이스뮤지엄,2024.06.11. 08:59,"18,000원",ㅣ
"판매(안전) 아이폰15프로 무음 512 듀얼심(폴드5 1테라,s24울트라 1테라 교환)",2024.06.11. 02:18,"1,800,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰12 미니 128기가 A급 화이트,2024.06.11. 00:19,"290,000원","액정에 거의 미세한 생활기스 약간 있구요(사진참조)
카메라 테두리쪽 미세한 흠 있습니다(사진참조)
전반적으로 아주깨끗합니다
배터리 78 입니다. 기변하면서 판매합니다
와이프랑 제꺼 같은 모델 두개 판매 중이니
같이 사시면 할인해드려요~"
판매(안전) 아이폰12 미니 128 S급 화이트,2024.06.11. 00:12,"320,000원","기스 일절 없는 S급 입니다
배터리는 77퍼 입니당
와이프랑 제꺼 같은 모델 두개 판매 중이니
같이 사시면 할인해드려요~"
"판매(안전) 아이폰13 256g 핑크 액정 무기스,사설수리X",2024.06.10. 23:53,"489,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰11프로 맥스 256GB iPhone11Pro Max 256GB 뒷판파손,2024.06.10. 23:37,"250,000원","아이폰11프로 맥스 256GB 실버 뒷판파손입니다.
자가로 고쳐서 사용할 목적으로 약 1년 전에 액적파손폰을 구매 해 놓고 서랍에 짱박혀 있다가 ,
아이폰15로 갈아타서 이도저도 귀찮고 해서 방출합니다.
DIY로 고치기 위해서 알리발 GX OLED Hard를 사서 장착했습니다. 알수 없는 디스플레이라고 아이폰 정보에 나옵니다.
배터리는 85% 수준입니다.
액정 파손 --> 알리발 GX OLED Hard 장착(새것)
뒷판 파손 --> 뒷판 긁어 내다가 포기, 알리발 뒷판 제공함
페이스 ID --> ""TrueDepth 카메라에 문제있음""으로 Face ID가 비활성화됨 (수리필요)
프레임 --> 자잘한 스크레치 다수 존재
초기화 --> 초기화 및 재설정 완료
생활방수 씰 --> 현재 제거되어 있으나, 새것 제공(알리 OLED 구매에서 제공된 것)
3rd party는 현재 OLED뿐이며, FaceID는 사설에서 수리 가능.
다른 여타 기능은 문제 없음. 사진에 보이는 것 모두 제공합니다.
택배는 선불 4,000원입니다."
판매(안전) 아이폰 11로,2024.06.10. 22:15,"300,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰15 128 블루1대 / 핑크1대,2024.06.10. 21:38,"850,000원","아이폰15 128용량 블루1대 핑크1대 판매합니다
제품보증기간 1달정도만 지나서 아직 짱짱합니다
선택약정할인 및 확정기변 가능한 공기계입니다
3사 모든통신사,알뜰폰 유심꼽고 바로 사용가능하세요
배터리성능 99% 이며 광탈현상 없고 상태좋습니다
액정화면 파손,기스,잔상,불량화소없는 단말기 입니다
외관 사진과 동일 초S급 컨디션 제품입니다"
판매(안전) 아이폰 11 화이트 128 배터리 100%[풀박],2024.06.10. 21:36,"480,000원","배터리 효율 100% / 128기가
카메라 화면 등등 작동 당연히 잘되고 깨끗
가까이 봐야 보이는 흐릿한 자국 조그맣게 있으나 사용에는 문제 없어요 (3번째 사진 참고)
구매하실 분 채팅주세요 (네고문의X)
직거래 대구/이외 지역은 택배거래 가능/착불
❎네고사절❎"
판매(안전) iPhone 8 Plus 64GB Gold (아이폰 8 플러스 64기가 골드),2024.06.10. 20:36,"400,000원","일본 여행 갔다가 서브폰으로 중고로 구매했던 기기입니다.
3번째 사진의 흠집 빼고는 출중합니다.
배터리는 83%입니다."
판매(안전) 아이폰7 매트블랙 32GB 12만 19198 수원,2024.06.10. 20:29,"120,000원","1.제품 >아이폰7 매트블랙 32GB 12만 19198 수원
2.제품번호 >> 19198 (구매시 꼭 제품번호 말씀해주세요)
3.통신사 > 공용 (정상해지,호환가능,25%요금할인 )
4.가격 > 12만
5.특이사항 > 외관(사진첨부)/기능문제(없음)/
6.거래방법 >
-> 택배거래 (구매자부담)
-> 직거래 (인계동)
-> 퀵/탁송거래 OK (구매자부담)
-> 연락처 : 010 7419 8506 수원"
판매(안전) 아이폰13pro128 실버 풀박스,2024.06.10. 20:13,"650,000원","-아이폰13pro 128 -
구입 한날 부터 풀커버 장착 하여 케이스 빼고 청소 할때 생긴 생활기스 만 있습니다.배터리85% 화소 불량 검사로 인해 지금은 생폰 입니다.
케이스 와 여분의 케이블 드려요신림역 직거래 합니다.
. 010-4858-9846 문자주세요"
판매(안전) 아이폰 15 블루 256,2024.06.10. 19:05,"1,000,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰14 프로맥스 블랙 1테라 1TB S급 애플케어 25년 2월1일까지,2024.06.10. 18:33,"1,300,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 11프로 256 스페이스그레이 + 신지모루 2매,2024.06.10. 18:13,"285,000원","배터리70퍼
깔끔하게 사용했어요
직거래는 울산입니다"
판매(안전) 아이폰13미니 미드나이트128,2024.06.10. 17:19,"350,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰13프로맥 256GB 94%,2024.06.10. 17:08,"860,000원","아이폰13프로맥 256GB
모든 통신사 3사 가능합니다
외관 깨끗합니다 이상 없습니다
배터리 성능: 94%
네고 안합니다
상왕십리역 인근 직거래합니다"
판매(안전) 아이폰 11프로 64기가,2024.06.10. 17:05,"170,000원","※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명(ex. 갤럭시 S11) ”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
판매(안전) 아이폰 x 64gb 풀박스 S급,2024.06.10. 16:44,"250,000원","-아이폰X / 64 / 스페이스그레이
-박스O / 구성품O
-전,후면 액정,카메라,유리파손X
-20년도 리퍼 폰
실사용했으며 케이스를 항상 끼우고 다녀서 아주 작은 스크래치도 찾아 볼 수 없음
배터리효율76%
카메라,페이스아이디 정상작동
정상해지폰
액정필름은 전부 제거된상태입니다.
직거래는 마들역 인근, 협의 가능하며 택배거래 가능합니다.
구매 원하시는 분들은 댓글의 오픈채팅으로 연락주세요!"
판매(안전) 최상급) 아이폰13 프로 512GB 그래파이트 풀박스,2024.06.10. 16:42,"760,000원","아이폰13 Pro 512GB 그래파이트 풀박스 (컨디션 최상급)
색상 : 그래파이트
용량 : 512GB
배터리 : 80%
구성품 : 풀박스, 케이블, 애플스티커, 유심핀, 설명서
필요시 추가 구성품 : 잠수함 케이스, 사생활 보호필름 1ea, 빛전짐 방지 카메라 렌즈 강화유리 보호필름 1ea
SKT 정상 해지 제품, 수리이력 없어요.
구매하자마자 액정, 카메라 보호필름 부착 및 케이스 사용
컨디션 좋아요 사진 참고해 주세요!
필요시 추가 구성품 챙겨드리니 사진 참고해 주세요.
중고거래 특성상 교환, 환불 불가"
